model_name,num_samples,wer,cer,bleu,avg_time_s,total_time_s,rtf
openai/whisper-large-v3_float16,50,0.10580411124546554,0.03615832097638873,84.09105401433919,1.0354880619980396,51.774403099901974,0.09797908701911535
openai/whisper-large-v3_bfloat16,50,0.10157194679564692,0.03433329531196532,84.61200675758279,1.0377160480152816,51.88580240076408,0.09818990165220685
openai/whisper-large-v3_float32,50,0.10580411124546554,0.03615832097638873,84.09105401433919,1.8167240680078975,90.83620340039488,0.17190054823577874
openai/whisper-large-v3_float16_quantized_qint8,50,0.10701330108827085,0.03638644918444166,83.87003807051802,1.4360170160012786,71.80085080006393,0.13587760335955087
openai/whisper-large-v3_float32_quantized_qint8,50,0.10701330108827085,0.03638644918444166,83.87003807051802,1.451649397999863,72.58246989999316,0.1373567575597451
openai/whisper-large-v3_float16_quantized_qint8_qfloat8,50,0.18016928657799275,0.07037755218432759,72.85472249031419,2.2770120840007437,113.8506042000372,0.21545353665536368
openai/whisper-large-v3_float32_quantized_qint4_qint8,10,0.23052959501557632,0.16177317213586645,68.65817628868358,34.65831371000968,346.5831371000968,3.3102180217963224
